R,G,B
0.084295,0.089801,0.105964
0.084224,0.089730,0.105875
0.084136,0.089659,0.105787
0.084065,0.089553,0.105680
0.083993,0.089482,0.105591
0.083905,0.089375,0.105467
0.083834,0.089304,0.105378
0.083745,0.089198,0.105254
0.083674,0.089109,0.105129
0.083585,0.089020,0.105041
0.083496,0.088913,0.104916
0.083407,0.088825,0.104774
0.083283,0.088682,0.104650
0.083230,0.088594,0.104543
0.083141,0.088505,0.104437
0.083034,0.088398,0.104295
0.082946,0.088292,0.104170
0.082857,0.088185,0.104046
0.082715,0.088043,0.103886
0.082608,0.087919,0.103744
0.082519,0.087812,0.103602
0.082395,0.087688,0.103460
0.082271,0.087546,0.103300
0.082164,0.087421,0.103158
0.082057,0.087297,0.102998
0.081933,0.087173,0.102856
0.081844,0.087066,0.102732
0.081720,0.086942,0.102590
0.081578,0.086782,0.102412
0.081471,0.086675,0.102270
0.081347,0.086551,0.102128
0.081205,0.086409,0.101950
0.081063,0.086249,0.101790
0.080921,0.086107,0.101613
0.080779,0.085965,0.101435
0.080637,0.085823,0.101275
0.080477,0.085681,0.101098
0.080335,0.085521,0.100920
0.080193,0.085361,0.100742
0.079997,0.085201,0.100565
0.079891,0.085077,0.100440
0.079713,0.084917,0.100263
0.079589,0.084810,0.100121
0.079447,0.084668,0.099979
0.079287,0.084509,0.099801
0.079162,0.084384,0.099641
0.078985,0.084224,0.099481
0.078843,0.084082,0.099322
0.078683,0.083940,0.099144
0.078523,0.083780,0.098984
0.078381,0.083656,0.098842
0.078221,0.083478,0.098647
0.078061,0.083319,0.098469
0.077919,0.083194,0.098309
0.077741,0.083034,0.098149
0.077599,0.082892,0.097989
0.077457,0.082768,0.097847
0.077297,0.082608,0.097670
0.077155,0.082484,0.097528
0.076978,0.082324,0.097350
0.076836,0.082164,0.097172
0.076711,0.082057,0.097048
0.076569,0.081915,0.096870
0.076409,0.081773,0.096711
0.076267,0.081631,0.096551
0.076125,0.081471,0.096391
0.076001,0.081365,0.096249
0.075859,0.081223,0.096071
0.075717,0.081081,0.095911
0.075610,0.080974,0.095769
0.075468,0.080832,0.095609
0.075344,0.080708,0.095467
0.075219,0.080583,0.095307
0.075077,0.080423,0.095148
0.074971,0.080317,0.095006
0.074882,0.080228,0.094881
0.074775,0.080086,0.094721
0.074669,0.079997,0.094597
0.074562,0.079873,0.094455
0.074473,0.079784,0.094331
0.074385,0.079677,0.094188
0.074278,0.079571,0.094046
0.074207,0.079482,0.093940
0.074100,0.079358,0.093780
0.074047,0.079287,0.093691
0.073976,0.079198,0.093549
0.073905,0.079109,0.093443
0.073852,0.079038,0.093336
0.073763,0.078949,0.093212
0.073710,0.078878,0.093087
0.073656,0.078807,0.092998
0.073603,0.078736,0.092892
0.073532,0.078647,0.092768
0.073479,0.078558,0.092661
0.073425,0.078487,0.092537
0.073372,0.078416,0.092430
0.073319,0.078345,0.092341
0.073283,0.078292,0.092252
0.073248,0.078221,0.092164
0.073212,0.078168,0.092057
0.073177,0.078114,0.091986
0.073159,0.078079,0.091933
0.073141,0.078026,0.091862
0.073088,0.077972,0.091755
0.073070,0.077919,0.091666
0.073052,0.077884,0.091595
0.073017,0.077813,0.091524
0.072999,0.077777,0.091453
0.072981,0.077741,0.091400
0.072964,0.077706,0.091329
0.072928,0.077653,0.091258
0.072910,0.077617,0.091187
0.072839,0.077528,0.091080
0.072804,0.077475,0.091009
0.072804,0.077475,0.090991
0.072804,0.077457,0.090974
0.072786,0.077422,0.090920
0.072751,0.077386,0.090867
0.072715,0.077351,0.090814
0.072679,0.077297,0.090761
0.072644,0.077262,0.090725
0.072608,0.077226,0.090672
0.072555,0.077173,0.090601
0.072537,0.077155,0.090601
0.072520,0.077138,0.090565
0.072466,0.077084,0.090512
0.072413,0.077031,0.090476
0.072360,0.076995,0.090423
0.072306,0.076942,0.090388
0.072253,0.076889,0.090334
0.072182,0.076853,0.090281
0.072147,0.076818,0.090263
0.072111,0.076782,0.090228
0.072058,0.076747,0.090192
0.072005,0.076694,0.090157
0.071951,0.076658,0.090121
0.071898,0.076623,0.090086
0.071845,0.076587,0.090068
0.071791,0.076534,0.090032
0.071738,0.076498,0.089997
0.071685,0.076445,0.089961
0.071614,0.076409,0.089926
0.071561,0.076374,0.089908
0.071507,0.076321,0.089872
0.071418,0.076232,0.089784
0.071365,0.076214,0.089784
0.071330,0.076196,0.089766
0.071276,0.076161,0.089748
0.071205,0.076107,0.089713
0.071134,0.076054,0.089659
0.071081,0.076019,0.089624
0.070992,0.075965,0.089588
0.070886,0.075877,0.089499
0.070815,0.075823,0.089446
0.070779,0.075788,0.089428
0.070726,0.075770,0.089393
0.070672,0.075717,0.089357
0.070601,0.075663,0.089304
0.070513,0.075592,0.089233
0.070459,0.075557,0.089198
0.070424,0.075521,0.089180
0.070353,0.075486,0.089144
0.070299,0.075450,0.089109
0.070264,0.075415,0.089073
0.070211,0.075379,0.089038
0.070157,0.075344,0.089002
0.070104,0.075308,0.088984
0.070051,0.075273,0.088931
0.069998,0.075237,0.088896
0.069980,0.075219,0.088878
0.069944,0.075184,0.088860
0.069891,0.075166,0.088825
0.069873,0.075148,0.088825
0.069767,0.075060,0.088736
0.069713,0.075042,0.088718
0.069678,0.075006,0.088682
0.069642,0.074971,0.088647
0.069607,0.074953,0.088611
0.069571,0.074935,0.088594
0.069536,0.074900,0.088576
0.069500,0.074864,0.088540
0.069482,0.074846,0.088505
0.069429,0.074811,0.088469
0.069394,0.074793,0.088434
0.069358,0.074758,0.088398
0.069323,0.074722,0.088363
0.069305,0.074722,0.088363
0.069269,0.074704,0.088345
0.069234,0.074651,0.088292
0.069180,0.074615,0.088256
0.069180,0.074651,0.088274
0.069163,0.074615,0.088238
0.069109,0.074580,0.088203
0.069056,0.074527,0.088132
0.069056,0.074527,0.088132
0.069038,0.074509,0.088114
0.069003,0.074491,0.088079
0.068985,0.074473,0.088043
0.068967,0.074456,0.088025
0.068950,0.074438,0.088008
0.068932,0.074420,0.087990
0.068896,0.074402,0.087954
0.068861,0.074367,0.087919
0.068896,0.074402,0.087936
0.068879,0.074402,0.087919
0.068861,0.074385,0.087901
0.068843,0.074385,0.087901
0.068861,0.074385,0.087883
0.068861,0.074385,0.087883
0.068879,0.074385,0.087883
0.068861,0.074385,0.087883
0.068861,0.074402,0.087883
0.068879,0.074402,0.087883
0.068879,0.074420,0.087883
0.068914,0.074438,0.087901
0.068932,0.074456,0.087901
0.068950,0.074491,0.087919
0.068967,0.074491,0.087936
0.069003,0.074527,0.087954
0.069056,0.074562,0.087990
0.069074,0.074598,0.088008
0.069127,0.074615,0.088025
0.069163,0.074651,0.088061
0.069198,0.074687,0.088079
0.069234,0.074722,0.088114
0.069287,0.074758,0.088150
0.069323,0.074793,0.088167
0.069376,0.074846,0.088221
0.069429,0.074900,0.088256
0.069500,0.074935,0.088292
0.069553,0.074988,0.088327
0.069607,0.075024,0.088363
0.069660,0.075077,0.088398
0.069731,0.075131,0.088434
0.069802,0.075202,0.088505
0.069909,0.075290,0.088611
0.069962,0.075326,0.088647
0.070051,0.075415,0.088718
0.070104,0.075468,0.088771
0.070193,0.075539,0.088842
0.070282,0.075628,0.088931
0.070335,0.075646,0.088967
0.070424,0.075717,0.089038
0.070388,0.075663,0.088949
0.070637,0.075912,0.089215
0.070761,0.076036,0.089393
0.070690,0.075894,0.089162
0.070832,0.076036,0.089322
0.070903,0.076090,0.089357
0.071010,0.076196,0.089482
0.071152,0.076321,0.089606
0.071241,0.076374,0.089659
0.071294,0.076392,0.089642
0.071347,0.076445,0.089695
0.071401,0.076463,0.089730
0.071365,0.076356,0.089535
0.071525,0.076551,0.089784
0.071596,0.076605,0.089837
0.071667,0.076640,0.089855
0.071791,0.076765,0.089997
0.071916,0.076871,0.090103
0.071987,0.076924,0.090139
0.072058,0.076960,0.090174
0.072129,0.077013,0.090210
0.072164,0.077031,0.090210
0.072253,0.077102,0.090281
0.072306,0.077155,0.090334
0.072360,0.077173,0.090334
0.072413,0.077226,0.090405
0.072484,0.077262,0.090441
0.072537,0.077315,0.090476
0.072555,0.077315,0.090476
0.072608,0.077351,0.090512
0.072679,0.077422,0.090583
0.072715,0.077440,0.090618
0.072751,0.077475,0.090654
0.072804,0.077511,0.090689
0.072857,0.077564,0.090743
0.072875,0.077582,0.090761
0.072893,0.077582,0.090778
0.072893,0.077582,0.090761
0.072928,0.077617,0.090796
0.072928,0.077599,0.090778
0.072946,0.077617,0.090832
0.072928,0.077617,0.090814
0.072946,0.077635,0.090832
0.072964,0.077653,0.090867
0.072981,0.077670,0.090885
0.072981,0.077670,0.090903
0.072964,0.077653,0.090885
0.072964,0.077653,0.090903
0.072946,0.077653,0.090920
0.072946,0.077653,0.090938
0.072928,0.077635,0.090920
0.072910,0.077635,0.090938
0.072893,0.077635,0.090956
0.072910,0.077670,0.091009
0.072875,0.077653,0.091009
0.072786,0.077582,0.090938
0.072751,0.077564,0.090920
0.072697,0.077511,0.090885
0.072626,0.077440,0.090832
0.072537,0.077386,0.090778
0.072502,0.077351,0.090778
0.072449,0.077315,0.090743
0.072378,0.077280,0.090725
0.072342,0.077244,0.090707
0.072253,0.077173,0.090654
0.072147,0.077102,0.090583
0.072076,0.077031,0.090530
0.071969,0.076960,0.090459
0.071898,0.076907,0.090405
0.071809,0.076853,0.090370
0.071738,0.076818,0.090352
0.071685,0.076782,0.090334
0.071578,0.076711,0.090281
0.071489,0.076640,0.090210
0.071436,0.076587,0.090174
0.071294,0.076463,0.090050
0.071188,0.076356,0.089944
0.071116,0.076285,0.089872
0.070957,0.076143,0.089713
0.070886,0.076072,0.089659
0.070690,0.075877,0.089464
0.070477,0.075681,0.089233
0.070317,0.075521,0.089038
0.070228,0.075450,0.088949
0.070193,0.075415,0.088949
0.070069,0.075290,0.088825
0.069962,0.075184,0.088718
0.069873,0.075113,0.088629
0.069784,0.075024,0.088523
0.069678,0.074935,0.088416
0.069625,0.074882,0.088363
0.069536,0.074829,0.088327
0.069482,0.074775,0.088292
0.069394,0.074704,0.088238
0.069305,0.074633,0.088150
0.069216,0.074562,0.088079
0.069145,0.074491,0.088008
0.069038,0.074402,0.087919
0.068967,0.074331,0.087848
0.068879,0.074242,0.087777
0.068808,0.074189,0.087706
0.068719,0.074100,0.087617
0.068648,0.074029,0.087546
0.068577,0.073958,0.087457
0.068488,0.073869,0.087368
0.068417,0.073798,0.087297
0.068346,0.073710,0.087208
0.068275,0.073639,0.087137
0.068186,0.073568,0.087066
0.068115,0.073514,0.087013
0.068044,0.073425,0.086924
0.067866,0.073248,0.086711
0.067760,0.073141,0.086569
0.067777,0.073177,0.086658
0.067671,0.073035,0.086498
0.067582,0.072946,0.086391
0.067546,0.072928,0.086373
0.067493,0.072875,0.086356
0.067440,0.072822,0.086285
0.067333,0.072662,0.086054
0.067369,0.072715,0.086125
0.067333,0.072697,0.086107
0.067280,0.072644,0.086036
0.067280,0.072626,0.086036
0.067262,0.072626,0.086036
0.067227,0.072591,0.086000
0.067138,0.072484,0.085876
0.067085,0.072413,0.085787
0.067085,0.072413,0.085787
0.067102,0.072431,0.085787
0.067102,0.072413,0.085787
0.067085,0.072413,0.085770
0.067067,0.072395,0.085752
0.067031,0.072342,0.085681
0.066996,0.072289,0.085645
0.066978,0.072253,0.085592
0.067014,0.072271,0.085610
0.067014,0.072271,0.085592
0.067014,0.072253,0.085556
0.066996,0.072235,0.085539
0.066996,0.072218,0.085503
0.066978,0.072182,0.085485
0.066978,0.072182,0.085468
0.066978,0.072147,0.085432
0.066978,0.072147,0.085414
0.066960,0.072111,0.085379
0.066960,0.072093,0.085361
0.066978,0.072093,0.085343
0.066978,0.072093,0.085343
0.066996,0.072093,0.085326
0.066996,0.072076,0.085326
0.066978,0.072040,0.085290
0.066960,0.072022,0.085255
0.066978,0.072022,0.085255
0.066978,0.072022,0.085237
0.066978,0.072005,0.085219
0.066978,0.071987,0.085183
0.066978,0.071969,0.085166
0.066943,0.071934,0.085112
0.066943,0.071898,0.085077
0.066943,0.071880,0.085041
0.066943,0.071862,0.085006
0.066925,0.071827,0.084970
0.066925,0.071809,0.084935
0.066907,0.071774,0.084882
0.066889,0.071738,0.084828
0.066872,0.071685,0.084775
0.066889,0.071685,0.084775
0.066872,0.071649,0.084704
0.066872,0.071614,0.084651
0.066872,0.071596,0.084615
0.066836,0.071543,0.084544
0.066836,0.071507,0.084491
0.066836,0.071472,0.084437
0.066836,0.071454,0.084384
0.066836,0.071418,0.084349
0.066836,0.071383,0.084295
0.066836,0.071365,0.084242
0.066836,0.071347,0.084224
0.066818,0.071294,0.084136
0.066836,0.071276,0.084118
0.066854,0.071276,0.084100
0.066854,0.071276,0.084065
0.066872,0.071259,0.084047
0.066889,0.071259,0.084029
0.066907,0.071241,0.083993
0.066889,0.071205,0.083940
0.066925,0.071241,0.083958
0.066978,0.071276,0.083976
0.066978,0.071276,0.083976
0.066996,0.071276,0.083958
0.067049,0.071294,0.083976
0.067085,0.071312,0.083993
0.067156,0.071347,0.084029
0.067191,0.071383,0.084047
0.067209,0.071383,0.084047
0.067280,0.071436,0.084100
0.067316,0.071454,0.084118
0.067351,0.071454,0.084118
0.067387,0.071472,0.084118
0.067404,0.071489,0.084118
0.067422,0.071472,0.084118
0.067440,0.071472,0.084100
0.067458,0.071472,0.084100
0.067475,0.071454,0.084082
0.067493,0.071454,0.084065
0.067493,0.071436,0.084047
0.067493,0.071436,0.084029
0.067493,0.071418,0.084011
0.067511,0.071418,0.083993
0.067511,0.071401,0.083993
0.067511,0.071383,0.083976
0.067493,0.071383,0.083976
0.067475,0.071365,0.083940
0.067475,0.071347,0.083922
0.067458,0.071330,0.083922
0.067458,0.071330,0.083922
0.067440,0.071294,0.083905
0.067422,0.071294,0.083905
0.067387,0.071276,0.083887
0.067369,0.071259,0.083887
0.067333,0.071223,0.083851
0.067280,0.071188,0.083834
0.067280,0.071188,0.083851
0.067209,0.071134,0.083816
0.067156,0.071099,0.083780
0.067138,0.071081,0.083780
0.067067,0.071028,0.083745
0.067014,0.070992,0.083709
0.066978,0.070974,0.083709
0.066907,0.070921,0.083674
0.066836,0.070868,0.083620
0.066783,0.070832,0.083585
0.066694,0.070779,0.083549
0.066623,0.070708,0.083496
0.066534,0.070637,0.083443
0.066445,0.070566,0.083390
0.066356,0.070495,0.083319
0.066285,0.070442,0.083283
0.066197,0.070371,0.083212
0.066108,0.070282,0.083141
0.065966,0.070193,0.083052
0.065859,0.070104,0.082981
0.065717,0.069998,0.082892
0.065628,0.069926,0.082821
0.065504,0.069820,0.082732
0.065415,0.069749,0.082661
0.065273,0.069642,0.082573
0.065166,0.069553,0.082484
0.065060,0.069465,0.082413
0.064953,0.069376,0.082342
0.064847,0.069287,0.082253
0.064740,0.069198,0.082182
0.064580,0.069074,0.082057
0.064474,0.068985,0.081969
0.064332,0.068879,0.081862
0.064243,0.068808,0.081809
0.064136,0.068719,0.081738
0.064012,0.068630,0.081631
0.063923,0.068541,0.081560
0.063799,0.068435,0.081471
0.063674,0.068346,0.081383
0.063568,0.068257,0.081294
0.063444,0.068150,0.081187
0.063337,0.068062,0.081098
0.063213,0.067955,0.081010
0.063106,0.067866,0.080903
0.063000,0.067777,0.080832
0.062911,0.067689,0.080743
0.062786,0.067600,0.080654
0.062698,0.067511,0.080566
0.062591,0.067422,0.080477
0.062520,0.067351,0.080406
0.062431,0.067262,0.080335
0.062342,0.067173,0.080246
0.062236,0.067085,0.080157
0.062147,0.066996,0.080068
0.062005,0.066872,0.079926
0.061916,0.066783,0.079837
0.061881,0.066747,0.079820
0.061774,0.066658,0.079713
0.061685,0.066570,0.079624
0.061632,0.066516,0.079553
0.061561,0.066445,0.079482
0.061454,0.066339,0.079376
0.061383,0.066268,0.079304
0.061312,0.066197,0.079233
0.061241,0.066126,0.079145
0.061188,0.066054,0.079074
0.061099,0.065983,0.078985
0.061046,0.065930,0.078914
0.060993,0.065859,0.078843
0.060921,0.065788,0.078772
0.060868,0.065735,0.078701
0.060815,0.065682,0.078630
0.060762,0.065593,0.078558
0.060708,0.065539,0.078505
0.060655,0.065486,0.078416
0.060602,0.065415,0.078345
0.060548,0.065362,0.078274
0.060495,0.065309,0.078203
0.060460,0.065255,0.078150
0.060406,0.065184,0.078079
0.060353,0.065131,0.078008
0.060318,0.065060,0.077919
0.060264,0.065007,0.077848
0.060229,0.064936,0.077777
0.060175,0.064882,0.077706
0.060122,0.064811,0.077617
0.060087,0.064758,0.077564
0.060033,0.064687,0.077457
0.059980,0.064616,0.077386
0.059909,0.064545,0.077297
0.059856,0.064474,0.077209
0.059820,0.064420,0.077155
0.059749,0.064349,0.077049
0.059731,0.064314,0.076995
0.059714,0.064278,0.076942
0.059660,0.064207,0.076871
0.059625,0.064172,0.076818
0.059589,0.064119,0.076747
0.059554,0.064065,0.076676
0.059501,0.063994,0.076587
0.059465,0.063941,0.076516
0.059412,0.063870,0.076445
0.059376,0.063817,0.076374
0.059341,0.063746,0.076285
0.059287,0.063692,0.076214
0.059234,0.063621,0.076125
0.059181,0.063550,0.076036
0.059128,0.063497,0.075948
0.059074,0.063408,0.075859
0.059021,0.063337,0.075770
0.058968,0.063266,0.075681
0.058879,0.063177,0.075557
0.058826,0.063106,0.075486
0.058755,0.063017,0.075379
0.058701,0.062946,0.075290
0.058630,0.062875,0.075202
0.058541,0.062751,0.075060
0.058453,0.062644,0.074935
0.058382,0.062573,0.074846
0.058293,0.062467,0.074722
0.058204,0.062360,0.074598
0.058115,0.062254,0.074456
0.058026,0.062129,0.074314
0.057938,0.062023,0.074207
0.057813,0.061898,0.074047
0.057724,0.061792,0.073923
0.057618,0.061667,0.073763
0.057511,0.061543,0.073621
0.057405,0.061419,0.073461
0.057298,0.061294,0.073301
0.057174,0.061170,0.073159
0.057067,0.061046,0.072999
0.056943,0.060921,0.072839
0.056836,0.060797,0.072697
0.056730,0.060673,0.072537
0.056605,0.060548,0.072395
0.056517,0.060442,0.072271
0.056428,0.060335,0.072147
0.056357,0.060247,0.072040
0.056232,0.060122,0.071862
0.056126,0.059998,0.071720
0.056037,0.059909,0.071614
0.055931,0.059802,0.071489
0.055842,0.059714,0.071365
0.055753,0.059625,0.071241
0.055664,0.059536,0.071134
0.055611,0.059447,0.071045
0.055522,0.059376,0.070939
0.055451,0.059287,0.070850
0.055398,0.059234,0.070761
0.055309,0.059145,0.070655
0.055273,0.059092,0.070584
0.055202,0.059021,0.070513
0.055149,0.058950,0.070424
0.055096,0.058914,0.070353
0.055042,0.058843,0.070264
0.054989,0.058790,0.070211
0.054936,0.058719,0.070122
0.054883,0.058666,0.070051
0.054847,0.058612,0.069998
0.054794,0.058559,0.069909
0.054723,0.058488,0.069838
0.054705,0.058453,0.069784
0.054652,0.058382,0.069713
0.054616,0.058328,0.069642
0.054581,0.058293,0.069589
0.054545,0.058239,0.069518
0.054510,0.058186,0.069465
0.054492,0.058151,0.069411
0.054456,0.058115,0.069358
0.054403,0.058044,0.069269
0.054368,0.057973,0.069180
0.054332,0.057938,0.069145
0.054296,0.057884,0.069056
0.054279,0.057849,0.069021
0.054243,0.057795,0.068950
0.054190,0.057724,0.068861
0.054190,0.057707,0.068843
0.054172,0.057689,0.068808
0.054154,0.057653,0.068736
0.054101,0.057600,0.068683
0.054083,0.057565,0.068648
0.054066,0.057529,0.068594
0.054030,0.057476,0.068523
0.053995,0.057422,0.068470
0.053959,0.057387,0.068417
0.053906,0.057334,0.068346
0.053870,0.057280,0.068292
0.053817,0.057245,0.068239
0.053746,0.057174,0.068150
0.053675,0.057085,0.068062
0.053604,0.057032,0.067990
0.053550,0.056978,0.067919
0.053515,0.056925,0.067884
0.053426,0.056854,0.067795
0.053284,0.056730,0.067653
0.053195,0.056623,0.067546
0.053089,0.056552,0.067458
0.053000,0.056463,0.067351
0.052858,0.056339,0.067227
0.052751,0.056250,0.067120
0.052645,0.056144,0.067014
0.052520,0.056037,0.066889
0.052414,0.055931,0.066765
0.052289,0.055824,0.066658
0.052165,0.055717,0.066534
0.052059,0.055611,0.066410
0.051934,0.055486,0.066268
0.051774,0.055344,0.066126
0.051668,0.055256,0.066019
0.051543,0.055149,0.065895
0.051419,0.055042,0.065770
0.051277,0.054918,0.065628
0.051153,0.054794,0.065486
0.051028,0.054687,0.065362
0.050886,0.054563,0.065220
0.050762,0.054439,0.065078
0.050638,0.054332,0.064953
0.050496,0.054208,0.064811
0.050371,0.054101,0.064687
0.050229,0.053977,0.064545
0.050087,0.053835,0.064385
0.049945,0.053710,0.064243
0.049821,0.053586,0.064119
0.049696,0.053479,0.063976
0.049554,0.053355,0.063852
0.049412,0.053213,0.063692
0.049323,0.053142,0.063586
0.049163,0.053000,0.063426
0.049039,0.052876,0.063301
0.048915,0.052769,0.063159
0.048773,0.052645,0.063035
0.048666,0.052538,0.062911
0.048506,0.052396,0.062751
0.048382,0.052272,0.062609
0.048258,0.052165,0.062484
0.048116,0.052041,0.062342
0.048009,0.051934,0.062218
0.047867,0.051792,0.062076
0.047725,0.051668,0.061916
0.047600,0.051543,0.061774
0.047476,0.051419,0.061632
0.047334,0.051295,0.061490
0.047192,0.051170,0.061348
0.047050,0.051028,0.061188
0.046926,0.050904,0.061064
0.046783,0.050780,0.060904
0.046641,0.050638,0.060744
0.046517,0.050531,0.060620
0.046375,0.050389,0.060460
0.046233,0.050247,0.060300
0.046108,0.050123,0.060158
0.045949,0.049980,0.059998
0.045824,0.049856,0.059856
0.045664,0.049714,0.059696
0.045522,0.049572,0.059536
0.045398,0.049448,0.059394
0.045238,0.049306,0.059234
0.045114,0.049181,0.059092
0.044972,0.049039,0.058932
0.044830,0.048897,0.058772
0.044723,0.048790,0.058648
0.044510,0.048613,0.058453
0.044350,0.048453,0.058275
0.044208,0.048329,0.058133
0.044030,0.048169,0.057955
0.043906,0.048044,0.057813
0.043728,0.047902,0.057653
0.043586,0.047743,0.057476
0.043462,0.047636,0.057351
0.043302,0.047494,0.057192
0.043160,0.047370,0.057032
0.043000,0.047210,0.056890
0.042858,0.047068,0.056712
0.042716,0.046943,0.056570
0.042556,0.046801,0.056410
0.042414,0.046659,0.056250
0.042272,0.046535,0.056108
0.042112,0.046375,0.055931
0.041988,0.046251,0.055806
0.041846,0.046126,0.055646
0.041704,0.046002,0.055504
0.041597,0.045895,0.055398
0.041455,0.045771,0.055238
0.041331,0.045647,0.055113
0.041242,0.045558,0.054989
0.041118,0.045434,0.054865
0.041011,0.045327,0.054741
0.040904,0.045238,0.054616
0.040780,0.045114,0.054474
0.040691,0.045025,0.054368
0.040585,0.044918,0.054243
0.040496,0.044830,0.054119
0.040389,0.044723,0.053995
0.040301,0.044617,0.053888
0.040212,0.044545,0.053781
0.040123,0.044439,0.053675
0.040016,0.044350,0.053550
0.039963,0.044279,0.053462
0.039874,0.044190,0.053355
0.039803,0.044119,0.053266
0.039714,0.044048,0.053160
0.039643,0.043959,0.053071
0.039590,0.043906,0.052982
0.039519,0.043835,0.052893
0.039466,0.043764,0.052822
0.039412,0.043693,0.052733
0.039341,0.043640,0.052645
0.039306,0.043586,0.052574
0.039253,0.043515,0.052503
0.039199,0.043462,0.052432
0.039164,0.043409,0.052360
0.039111,0.043355,0.052289
0.039075,0.043302,0.052218
0.039022,0.043249,0.052147
0.038986,0.043196,0.052059
0.038951,0.043142,0.052023
0.038897,0.043107,0.051934
0.038880,0.043054,0.051881
0.038826,0.043000,0.051810
0.038791,0.042947,0.051739
0.038755,0.042911,0.051686
0.038720,0.042858,0.051615
0.038666,0.042805,0.051543
0.038631,0.042752,0.051490
0.038595,0.042716,0.051419
0.038560,0.042663,0.051366
0.038542,0.042627,0.051295
0.038507,0.042574,0.051242
0.038471,0.042521,0.051170
0.038436,0.042467,0.051117
0.038400,0.042432,0.051046
0.038365,0.042379,0.050975
0.038311,0.042325,0.050904
0.038293,0.042290,0.050869
0.038240,0.042237,0.050797
0.038205,0.042183,0.050726
0.038169,0.042130,0.050673
0.038116,0.042077,0.050584
0.038080,0.042023,0.050531
0.038027,0.041970,0.050460
0.037956,0.041881,0.050353
0.037938,0.041864,0.050318
0.037903,0.041810,0.050265
0.037867,0.041757,0.050194
0.037814,0.041704,0.050123
0.037761,0.041650,0.050052
0.037725,0.041597,0.049998
0.037672,0.041544,0.049927
0.037619,0.041491,0.049856
0.037583,0.041437,0.049803
0.037548,0.041402,0.049732
0.037512,0.041348,0.049679
0.037476,0.041313,0.049625
0.037423,0.041260,0.049572
0.037388,0.041206,0.049501
0.037352,0.041171,0.049448
0.037299,0.041118,0.049377
0.037263,0.041082,0.049323
0.037228,0.041029,0.049288
0.037210,0.041011,0.049252
0.037192,0.040975,0.049199
0.037157,0.040922,0.049146
0.037121,0.040887,0.049092
0.037103,0.040851,0.049039
0.037068,0.040798,0.048986
0.037032,0.040762,0.048933
0.037015,0.040727,0.048879
0.036979,0.040691,0.048826
0.036944,0.040638,0.048755
0.036926,0.040602,0.048719
0.036890,0.040549,0.048648
0.036855,0.040514,0.048595
0.036819,0.040460,0.048542
0.036802,0.040425,0.048489
0.036766,0.040389,0.048435
0.036748,0.040354,0.048382
0.036730,0.040301,0.048329
0.036695,0.040265,0.048275
0.036677,0.040229,0.048204
0.036642,0.040176,0.048151
0.036624,0.040141,0.048098
0.036588,0.040087,0.048027
0.036571,0.040052,0.047973
0.036500,0.039981,0.047885
0.036482,0.039928,0.047831
0.036464,0.039910,0.047796
0.036429,0.039856,0.047725
0.036393,0.039803,0.047671
0.036375,0.039768,0.047618
0.036340,0.039714,0.047547
0.036286,0.039661,0.047494
0.036251,0.039626,0.047405
0.036215,0.039572,0.047352
0.036180,0.039519,0.047298
0.036144,0.039483,0.047227
0.036109,0.039430,0.047174
0.036073,0.039395,0.047121
0.036038,0.039341,0.047050
0.036002,0.039306,0.046997
0.035985,0.039270,0.046943
0.035949,0.039235,0.046908
0.035913,0.039199,0.046854
0.035896,0.039146,0.046801
0.035860,0.039111,0.046748
0.035842,0.039093,0.046695
0.035807,0.039057,0.046659
0.035789,0.039022,0.046606
0.035771,0.038986,0.046570
0.035754,0.038951,0.046517
0.035718,0.038915,0.046481
0.035683,0.038897,0.046428
0.035647,0.038862,0.046393
0.035629,0.038826,0.046357
0.035594,0.038791,0.046304
0.035558,0.038755,0.046268
0.035523,0.038720,0.046215
0.035487,0.038684,0.046180
0.035452,0.038649,0.046108
0.035398,0.038595,0.046055
0.035381,0.038560,0.046020
0.035345,0.038524,0.045966
0.035310,0.038489,0.045913
0.035256,0.038436,0.045860
0.035221,0.038382,0.045807
0.035167,0.038347,0.045753
0.035132,0.038293,0.045700
0.035079,0.038240,0.045647
0.035043,0.038205,0.045593
0.034972,0.038151,0.045522
0.034937,0.038098,0.045469
0.034901,0.038063,0.045434
0.034848,0.038009,0.045363
0.034795,0.037974,0.045309
0.034759,0.037921,0.045256
0.034706,0.037885,0.045203
0.034670,0.037832,0.045149
0.034617,0.037778,0.045078
0.034564,0.037725,0.045025
0.034528,0.037690,0.044972
0.034475,0.037636,0.044918
0.034439,0.037583,0.044847
0.034386,0.037548,0.044812
0.034333,0.037494,0.044741
0.034297,0.037441,0.044688
0.034226,0.037388,0.044617
0.034173,0.037334,0.044563
0.034137,0.037281,0.044510
0.034102,0.037246,0.044474
0.034066,0.037210,0.044439
0.034013,0.037175,0.044368
0.033977,0.037139,0.044332
0.033942,0.037086,0.044279
0.033906,0.037050,0.044244
0.033871,0.037015,0.044208
0.033818,0.036979,0.044155
0.033782,0.036926,0.044101
0.033764,0.036908,0.044066
0.033729,0.036873,0.044030
0.033676,0.036802,0.043977
0.033658,0.036784,0.043942
0.033604,0.036748,0.043906
0.033587,0.036713,0.043871
0.033551,0.036677,0.043835
0.033498,0.036642,0.043782
0.033462,0.036606,0.043746
