R,G,B
0.610120,0.663795,0.813328
0.613264,0.666211,0.815690
0.615911,0.668236,0.817626
0.619072,0.670616,0.819971
0.623246,0.674044,0.823470
0.623885,0.674239,0.823559
0.625626,0.675358,0.824358
0.628113,0.677205,0.826152
0.629729,0.678342,0.827182
0.630439,0.678786,0.827448
0.631612,0.679550,0.828123
0.632890,0.680331,0.828816
0.634240,0.681308,0.829704
0.635839,0.682427,0.830681
0.638361,0.684274,0.832386
0.639515,0.685020,0.832972
0.640102,0.685464,0.833327
0.640972,0.686104,0.833985
0.636372,0.682445,0.830219
0.627882,0.675660,0.823186
0.621967,0.671148,0.818603
0.606302,0.658858,0.806135
0.595307,0.650368,0.797503
0.589126,0.645714,0.792636
0.583940,0.642002,0.788800
0.576143,0.636052,0.782725
0.570104,0.631416,0.778019
0.564207,0.626816,0.773258
0.562751,0.625733,0.772015
0.560939,0.624063,0.770257
0.558151,0.622021,0.768197
0.558026,0.622234,0.768285
0.554687,0.619534,0.765479
0.547902,0.614134,0.759920
0.545487,0.612145,0.757806
0.545718,0.612429,0.757913
0.545700,0.612376,0.757753
0.544599,0.611506,0.756847
0.544066,0.610955,0.756066
0.543515,0.610387,0.755337
0.543604,0.610369,0.755124
0.544279,0.610866,0.755533
0.547547,0.613619,0.758197
0.552023,0.617367,0.761909
0.556339,0.620848,0.765301
0.561650,0.625164,0.769600
0.564793,0.627686,0.772122
0.566623,0.629214,0.773614
0.570886,0.632606,0.776900
0.573852,0.634986,0.779262
0.580352,0.640137,0.784288
0.590441,0.648307,0.792387
0.601169,0.656780,0.800806
0.614046,0.666975,0.811108
0.623139,0.674115,0.818426
0.630137,0.679709,0.824038
0.636869,0.684985,0.829367
0.641274,0.688519,0.832866
0.647952,0.693847,0.838283
0.653796,0.698608,0.843096
0.657188,0.701449,0.846080
0.661344,0.705002,0.849739
0.662978,0.706351,0.851195
0.661824,0.705304,0.850094
0.659035,0.702870,0.847341
0.661060,0.704646,0.849011
0.662747,0.705907,0.850272
0.663316,0.706192,0.850503
0.663671,0.706565,0.850716
0.667205,0.709300,0.853433
0.671042,0.712159,0.856346
0.670598,0.711875,0.855973
0.670296,0.711680,0.855724
0.671450,0.712763,0.856684
0.673102,0.714007,0.858016
0.672161,0.713243,0.857163
0.670225,0.711769,0.855707
0.664257,0.707115,0.850947
0.661220,0.704717,0.848460
0.659728,0.703652,0.847270
0.663262,0.706511,0.850130
0.665465,0.708252,0.851853
0.668005,0.710294,0.853877
0.675464,0.716635,0.860502
0.676104,0.716831,0.860502
0.678022,0.718536,0.862509
0.674452,0.715694,0.859401
0.674949,0.716245,0.859739
0.672303,0.714113,0.857447
0.670296,0.712888,0.856186
0.667561,0.711040,0.854392
0.662925,0.707524,0.850840
0.658627,0.704025,0.847128
0.658893,0.704451,0.847465
0.659941,0.705499,0.848496
0.662623,0.707648,0.850609
0.665039,0.709620,0.852474
0.668040,0.712000,0.854783
0.668804,0.712728,0.855458
0.667845,0.712017,0.854783
0.667934,0.712248,0.854961
0.666388,0.710969,0.853646
0.665856,0.710650,0.853291
0.666015,0.710792,0.853256
0.666335,0.711023,0.853451
0.667081,0.711502,0.853895
0.669390,0.713225,0.855565
0.671575,0.714859,0.857110
0.675660,0.718074,0.860236
0.682480,0.723349,0.865547
0.689265,0.728695,0.870946
0.697702,0.735409,0.877766
0.705943,0.741803,0.884374
0.716653,0.750186,0.892970
0.729122,0.759742,0.902845
0.737398,0.766136,0.909382
0.745178,0.772157,0.915634
0.753330,0.778374,0.921992
0.759778,0.783258,0.927090
0.764413,0.786793,0.930731
0.767930,0.789510,0.933626
0.773116,0.793400,0.937675
0.779812,0.798586,0.942862
0.788444,0.805105,0.949664
0.796419,0.811357,0.956147
0.801996,0.815531,0.960463
0.807200,0.819580,0.964584
0.811516,0.822937,0.968101
0.814536,0.825441,0.970800
0.816525,0.826773,0.972115
0.817644,0.827715,0.973020
0.817875,0.827377,0.972488
0.819278,0.828550,0.973624
0.822386,0.831267,0.976519
0.824163,0.832706,0.978082
0.822582,0.831001,0.976093
0.823932,0.832137,0.977052
0.824607,0.832457,0.977479
0.823665,0.831640,0.976644
0.823754,0.831942,0.976750
0.823008,0.831249,0.976129
0.821640,0.830237,0.974903
0.823417,0.831516,0.976253
0.825335,0.833008,0.977763
0.824962,0.832191,0.976821
0.825495,0.832777,0.977194
0.825903,0.832919,0.977265
0.825779,0.832670,0.976839
0.824997,0.831942,0.976075
0.827537,0.833771,0.977958
0.829544,0.835121,0.979326
0.832866,0.837537,0.981866
0.835921,0.839881,0.984352
0.838851,0.841888,0.986342
0.839171,0.842013,0.986448
0.843061,0.845014,0.989539
0.844411,0.845902,0.990675
0.845849,0.846808,0.991421
0.847981,0.848194,0.992789
0.849863,0.849437,0.994014
0.850414,0.849544,0.994085
0.853682,0.851924,0.996465
0.854108,0.852012,0.996608
0.853540,0.851213,0.995791
0.855174,0.852066,0.996750
0.855423,0.852439,0.997087
0.855938,0.852652,0.997300
0.858371,0.854446,0.999165
0.859241,0.854996,0.999680
0.859739,0.855316,1.000000
0.859668,0.855067,0.999698
0.859117,0.854606,0.999307
0.858975,0.854375,0.999076
0.859419,0.854606,0.999343
0.858886,0.854126,0.998686
0.858744,0.853806,0.998384
0.857270,0.852492,0.996945
0.856737,0.851924,0.996359
0.855156,0.850645,0.995027
0.855067,0.850520,0.994920
0.853469,0.849117,0.993464
0.851586,0.847519,0.991865
0.854428,0.849739,0.994103
0.855529,0.850414,0.994956
0.855085,0.850005,0.994476
0.852652,0.847714,0.992061
0.853504,0.848282,0.992576
0.855050,0.849455,0.993784
0.856293,0.850378,0.994725
0.857234,0.850982,0.995471
0.856435,0.850343,0.994778
0.856080,0.849952,0.994352
0.855156,0.849171,0.993606
0.854588,0.848673,0.993091
0.854694,0.848780,0.993286
0.854588,0.848673,0.993197
0.854517,0.848762,0.993339
0.858247,0.851870,0.996625
0.853433,0.847625,0.992149
0.853380,0.847430,0.991723
0.854126,0.847838,0.992167
0.854357,0.847874,0.992221
0.854215,0.847679,0.992061
0.854197,0.847590,0.991972
0.854161,0.847394,0.991812
0.853451,0.846737,0.991190
0.853931,0.847181,0.991812
0.852456,0.845885,0.990285
0.851284,0.844570,0.989023
0.849721,0.843398,0.987993
0.848176,0.842137,0.986608
0.849810,0.843398,0.987762
0.848265,0.842030,0.986448
0.847838,0.841515,0.985969
0.848354,0.841924,0.986413
0.848282,0.841622,0.986182
0.848016,0.841373,0.985969
0.847252,0.840574,0.984956
0.846684,0.840006,0.984423
0.845405,0.838674,0.983056
0.844499,0.837928,0.982345
0.843966,0.837306,0.981528
0.844588,0.837768,0.982008
0.844073,0.837182,0.981404
0.844393,0.837430,0.981759
0.843469,0.836329,0.980534
0.841977,0.834944,0.979113
0.842261,0.835050,0.979361
0.845210,0.837306,0.981724
0.845654,0.837732,0.982079
0.844180,0.836471,0.980516
0.844872,0.836667,0.980782
0.845139,0.837128,0.981137
0.843309,0.835441,0.979255
0.843469,0.835494,0.979219
0.843025,0.834961,0.978669
0.840769,0.832937,0.976484
0.840912,0.833132,0.976768
0.840361,0.832670,0.976342
0.837341,0.829846,0.973269
0.837146,0.829775,0.973038
0.836809,0.829242,0.972594
0.835761,0.828354,0.971724
0.834890,0.827537,0.970889
0.833221,0.826170,0.969504
0.831427,0.824731,0.968030
0.829260,0.822990,0.966271
0.827218,0.821374,0.964637
0.825459,0.819989,0.963216
0.823594,0.818603,0.961831
0.821179,0.816774,0.959966
0.817626,0.814127,0.957284
0.814394,0.811676,0.954797
0.811037,0.809190,0.952311
0.806650,0.805939,0.948989
0.800327,0.801126,0.944087
0.794412,0.796739,0.939665
0.785425,0.789936,0.932578
0.776615,0.783009,0.925278
0.768143,0.776473,0.918422
0.760115,0.770417,0.912099
0.753348,0.765230,0.906611
0.746830,0.760382,0.901584
0.741643,0.756367,0.897375
0.736226,0.752176,0.893077
0.730720,0.747824,0.888530
0.729992,0.747291,0.887926
0.729086,0.746528,0.887127
0.725321,0.743597,0.884125
0.725800,0.743846,0.884303
0.723864,0.742158,0.882615
0.722710,0.741164,0.881567
0.720259,0.739192,0.879578
0.717133,0.736546,0.876718
0.717630,0.736972,0.877180
0.719566,0.738411,0.878566
0.720099,0.738571,0.878672
0.723456,0.741217,0.881336
0.726670,0.743686,0.883841
0.729725,0.746013,0.886274
0.733402,0.748837,0.889151
0.734255,0.749547,0.889933
0.733704,0.748996,0.889400
0.731430,0.747185,0.887571
0.731946,0.747611,0.888068
0.733438,0.748766,0.889134
0.739139,0.753188,0.893609
0.744965,0.757753,0.898352
0.750755,0.762069,0.902757
0.756332,0.766101,0.907037
0.760364,0.769209,0.910056
0.765390,0.772957,0.914017
0.769973,0.776438,0.918173
0.773667,0.779191,0.920536
0.775603,0.780629,0.922045
0.776829,0.781518,0.923040
0.779209,0.783418,0.924976
0.780470,0.784288,0.925900
0.782441,0.785798,0.927480
0.785123,0.787929,0.929576
0.787379,0.789688,0.931477
0.789528,0.791233,0.933093
0.790878,0.792228,0.934088
0.791091,0.792423,0.934372
0.792459,0.793364,0.935366
0.791872,0.792885,0.934887
0.793187,0.793986,0.936041
0.793293,0.794057,0.936148
0.794359,0.794945,0.937143
0.794963,0.795336,0.937498
0.803453,0.802707,0.945650
0.797130,0.797254,0.939718
0.797521,0.797556,0.940109
0.793720,0.794199,0.936468
0.793435,0.794110,0.936290
0.792832,0.793435,0.935615
0.792245,0.792920,0.935153
0.792387,0.793045,0.935349
0.792014,0.792689,0.934958
0.793666,0.793968,0.936272
0.792707,0.793045,0.935384
0.793666,0.793915,0.936201
0.793720,0.793720,0.936095
0.793187,0.793187,0.935615
0.792654,0.792672,0.935100
0.791872,0.791908,0.934390
0.790523,0.790984,0.933377
0.787787,0.788693,0.931068
0.785301,0.786686,0.929026
0.782885,0.784928,0.927232
0.781251,0.783596,0.925917
0.780683,0.783223,0.925491
0.782921,0.785088,0.927409
0.782228,0.784448,0.926859
0.783081,0.785159,0.927622
0.786313,0.787361,0.929612
0.785976,0.787254,0.929967
0.785922,0.787148,0.930145
0.786064,0.787254,0.930393
0.784288,0.785620,0.928706
0.780612,0.782690,0.925722
0.779084,0.781500,0.924532
0.777024,0.779706,0.922649
0.776154,0.779049,0.922063
0.776598,0.779333,0.922312
0.775976,0.778782,0.921726
0.777699,0.779990,0.922898
0.779972,0.781891,0.924976
0.782299,0.783667,0.926930
0.780523,0.782015,0.925136
0.782672,0.783791,0.926912
0.786029,0.786544,0.929558
0.787787,0.787805,0.930642
0.790398,0.789919,0.932933
0.789794,0.789279,0.932294
0.791695,0.790558,0.933661
0.792423,0.791215,0.934443
0.795940,0.794217,0.937675
0.792760,0.790931,0.933946
0.792636,0.790896,0.933768
0.792725,0.790984,0.933839
0.792334,0.790558,0.933377
0.791943,0.790309,0.933146
0.792281,0.790558,0.933413
0.791517,0.789794,0.932454
0.790842,0.789244,0.931903
0.790274,0.788764,0.931352
0.788658,0.787521,0.930056
0.788356,0.787343,0.929772
0.788107,0.787112,0.929629
0.787841,0.786988,0.929452
0.787485,0.786704,0.929185
0.785834,0.785336,0.927782
0.787397,0.785283,0.927836
0.784359,0.784377,0.926681
0.784235,0.784235,0.926575
0.783169,0.783329,0.925740
0.781748,0.782281,0.924585
0.780185,0.781109,0.923413
0.779031,0.780114,0.922347
0.779635,0.780736,0.922987
0.779102,0.780150,0.922436
0.778178,0.779510,0.921832
0.777059,0.778569,0.920820
0.776065,0.777805,0.920127
0.774964,0.776882,0.919275
0.773862,0.776029,0.918422
0.772495,0.774981,0.917356
0.768942,0.772086,0.914390
0.766793,0.770363,0.912721
0.769138,0.772299,0.914692
0.768747,0.771980,0.914515
0.767326,0.770790,0.913254
0.765710,0.769529,0.911939
0.764591,0.768498,0.910945
0.762921,0.767522,0.909897
0.761092,0.766172,0.908440
0.759351,0.764804,0.907179
0.758321,0.763721,0.906096
0.757859,0.762992,0.905492
0.755710,0.761465,0.903929
0.754751,0.760932,0.903360
0.753579,0.760168,0.902597
0.752282,0.759156,0.901709
0.750932,0.758126,0.900643
0.749671,0.757238,0.899790
0.747931,0.755923,0.898423
0.746101,0.754574,0.897055
0.745036,0.753757,0.896274
0.743029,0.752265,0.894817
0.741590,0.751163,0.893769
0.740276,0.750098,0.892775
0.739476,0.749458,0.892668
0.735782,0.746776,0.889489
0.737043,0.748126,0.890892
0.733509,0.745142,0.887855
0.731413,0.743490,0.886203
0.729601,0.742087,0.884711
0.728216,0.741039,0.883716
0.727132,0.740347,0.882970
0.725250,0.738944,0.881621
0.723225,0.737434,0.880040
0.722088,0.736581,0.879241
0.720880,0.735533,0.878352
0.719601,0.734485,0.877340
0.717701,0.732976,0.875884
0.715978,0.731679,0.874587
0.714024,0.730187,0.873077
0.712479,0.728802,0.871763
0.710969,0.727843,0.870839
0.709424,0.726599,0.869632
0.708270,0.725729,0.868850
0.706760,0.724575,0.867696
0.705232,0.723402,0.866541
0.703936,0.722354,0.865564
0.702266,0.721058,0.864321
0.700721,0.719832,0.863113
0.699140,0.718696,0.862048
0.697506,0.717346,0.860733
0.696210,0.716387,0.859810
0.694593,0.715143,0.858566
0.692871,0.713829,0.857287
0.691592,0.712852,0.856417
0.689070,0.710863,0.854463
0.688466,0.710508,0.854090
0.687684,0.709886,0.853593
0.686530,0.709051,0.852829
0.685553,0.708270,0.852154
0.683120,0.706494,0.850449
0.681237,0.704842,0.848851
0.682658,0.706209,0.850645
0.681326,0.705357,0.849544
0.680136,0.704522,0.848727
0.678644,0.703350,0.847572
0.675802,0.701130,0.845387
0.674310,0.700046,0.844304
0.672694,0.698874,0.843292
0.672658,0.698892,0.843363
0.671379,0.697950,0.842457
0.669816,0.696725,0.841267
0.668200,0.695641,0.840201
0.666122,0.694167,0.838656
0.663955,0.692409,0.836951
0.663529,0.692284,0.836986
0.662641,0.691485,0.836311
0.661469,0.690633,0.835494
0.659994,0.689531,0.834446
0.658573,0.688501,0.833452
0.657064,0.687400,0.832404
0.654044,0.685056,0.830006
0.654222,0.685393,0.830432
0.652979,0.684452,0.829580
0.651416,0.683279,0.828408
0.648467,0.680935,0.826063
0.646247,0.679283,0.824411
0.646638,0.679798,0.825104
0.643867,0.677507,0.822600
0.643086,0.676921,0.822084
0.642570,0.676601,0.821854
0.641345,0.675713,0.821019
0.638130,0.673227,0.818550
0.638308,0.673422,0.818816
0.637579,0.672960,0.818355
0.637562,0.673067,0.818497
0.634311,0.670385,0.815815
0.635395,0.671628,0.817236
0.632624,0.669284,0.814749
0.630919,0.668058,0.813577
0.628752,0.666442,0.812032
0.626461,0.664737,0.810415
0.622127,0.661540,0.807307
0.617758,0.658271,0.804110
0.610351,0.652570,0.798462
0.599943,0.644755,0.790665
0.589890,0.636869,0.782832
0.575575,0.625626,0.771607
0.567404,0.618486,0.764467
0.560513,0.613584,0.759511
0.556339,0.610316,0.756154
0.557121,0.611008,0.756829
0.557227,0.611257,0.757184
0.555717,0.610316,0.756403
0.552360,0.607811,0.754041
0.548897,0.605449,0.751749
0.545753,0.603140,0.749476
0.542982,0.601204,0.747593
0.540780,0.599641,0.746084
0.540052,0.599464,0.745959
0.539555,0.599410,0.745959
0.539235,0.599588,0.746226
0.539430,0.599961,0.746616
0.541295,0.601737,0.748517
0.543142,0.603282,0.750062
0.544670,0.604543,0.751270
0.544812,0.604597,0.751323
0.549732,0.608646,0.755266
0.558239,0.615520,0.762122
0.563444,0.620724,0.767344
0.573372,0.627544,0.774235
0.584633,0.636318,0.783240
0.590672,0.641523,0.788498
0.594029,0.643831,0.790807
0.600405,0.649178,0.796490
0.600618,0.649089,0.796295
0.600192,0.648645,0.795922
0.601702,0.649870,0.797130
0.602217,0.650208,0.797805
0.599854,0.648911,0.796331
0.596853,0.646602,0.794022
0.594011,0.644577,0.792086
0.590725,0.642233,0.789475
0.587439,0.639977,0.787663
0.582803,0.636549,0.784342
0.577759,0.632731,0.780576
0.572253,0.628628,0.776633
0.570175,0.627136,0.775141
0.567031,0.624720,0.772779
0.562360,0.621204,0.769280
0.556961,0.616994,0.765195
0.549181,0.610991,0.759245
0.546979,0.609428,0.757717
0.545451,0.608469,0.756723
0.541775,0.605645,0.754005
0.537388,0.602128,0.750542
0.534315,0.599552,0.748073
0.530923,0.596959,0.745497
0.529431,0.595680,0.744201
0.519733,0.587670,0.736368
0.516713,0.585397,0.734095
0.518401,0.586906,0.735675
0.517388,0.586125,0.734929
0.515559,0.584633,0.733438
0.518117,0.586924,0.735747
0.517761,0.586587,0.735658
0.512557,0.582129,0.731377
0.508525,0.578594,0.727843
0.510035,0.579589,0.728713
0.518845,0.586604,0.735640
0.530283,0.595698,0.744503
0.538578,0.602323,0.751128
0.545718,0.607687,0.756527
0.550655,0.611470,0.760222
0.555753,0.615431,0.764023
0.563390,0.621239,0.769955
0.573337,0.629267,0.778036
0.578718,0.633583,0.782494
0.581596,0.635768,0.784821
0.583478,0.637260,0.786437
0.585255,0.638698,0.787983
0.587066,0.640155,0.789546
0.586960,0.640084,0.789563
0.587617,0.640581,0.790114
0.586675,0.639888,0.789510
0.586018,0.639551,0.789190
0.583425,0.637402,0.787130
0.579677,0.634542,0.784324
0.576924,0.632304,0.782352
0.578132,0.633743,0.783755
0.573550,0.629836,0.779848
0.569802,0.626869,0.776917
0.569713,0.626923,0.777148
0.570584,0.627527,0.777752
0.569003,0.626301,0.776615
0.565220,0.623566,0.773987
0.563728,0.622092,0.772495
0.564420,0.622713,0.772939
0.566641,0.624418,0.774502
0.572697,0.629409,0.779404
0.575432,0.631612,0.781695
0.578701,0.634205,0.784430
0.578558,0.633867,0.784306
0.577102,0.632731,0.783081
0.576498,0.632358,0.782779
0.575823,0.631700,0.782139
0.576889,0.632731,0.783152
0.576960,0.632784,0.783276
0.576694,0.632606,0.783116
0.575663,0.631860,0.782317
0.574527,0.630848,0.781233
0.572875,0.629569,0.780239
0.573230,0.629907,0.780594
0.573035,0.629960,0.780665
0.571862,0.628841,0.779510
0.572005,0.629072,0.779759
0.571259,0.628503,0.779262
0.570033,0.627562,0.778338
0.571063,0.628539,0.779333
0.570779,0.628432,0.779333
0.570051,0.627971,0.778907
0.568257,0.626212,0.777077
0.567458,0.625768,0.776615
0.566978,0.625448,0.776349
0.566339,0.624969,0.775887
0.566587,0.625253,0.776278
0.566108,0.625022,0.776029
0.565824,0.624774,0.775869
0.564509,0.623708,0.774750
0.563515,0.623015,0.774040
0.562218,0.621985,0.773028
0.561667,0.621594,0.772708
0.562040,0.622109,0.773258
0.561401,0.621541,0.772690
0.561135,0.621417,0.772601
0.560016,0.620600,0.771855
0.559927,0.620600,0.771838
0.559518,0.620298,0.771500
0.559199,0.620049,0.771269
0.558755,0.619694,0.770861
0.558311,0.619321,0.770505
0.557121,0.618362,0.769546
0.555344,0.616887,0.768161
0.554545,0.616266,0.767539
0.554581,0.616213,0.767504
0.557334,0.618966,0.770381
0.556090,0.617829,0.769280
0.556215,0.617687,0.769138
0.554030,0.615946,0.767255
0.554527,0.616497,0.767770
0.553373,0.615555,0.766882
0.553995,0.616177,0.767468
0.553586,0.615804,0.767095
0.552769,0.615129,0.766474
0.553728,0.616017,0.767291
0.553408,0.615697,0.767060
0.552947,0.615396,0.766705
0.552858,0.615325,0.766687
0.552805,0.615396,0.766847
0.552591,0.615253,0.766722
0.550993,0.614010,0.765497
0.551845,0.614756,0.766225
0.551828,0.614738,0.766261
0.551561,0.614561,0.766118
0.551170,0.614312,0.765870
0.550886,0.614188,0.765745
0.550318,0.613762,0.765372
0.549234,0.612944,0.764538
0.549092,0.612838,0.764467
0.549909,0.613673,0.765337
0.549146,0.613087,0.764751
0.548968,0.612944,0.764662
0.548861,0.612944,0.764662
0.548595,0.612749,0.764520
0.548311,0.612643,0.764396
0.548346,0.612785,0.764680
0.548435,0.612980,0.764964
0.548560,0.613104,0.765230
0.548382,0.613069,0.765017
0.546908,0.611790,0.763845
0.546126,0.611293,0.763401
0.545256,0.610671,0.762779
0.545061,0.610547,0.762655
0.545380,0.610866,0.763046
0.545327,0.610795,0.763099
0.545309,0.610760,0.763170
0.545043,0.610671,0.763081
0.544474,0.610316,0.762762
0.544563,0.610440,0.762975
0.544457,0.610369,0.762992
0.544244,0.610174,0.762850
0.543995,0.610032,0.762762
0.543746,0.609943,0.762779
0.543338,0.609641,0.762531
0.543000,0.609445,0.762371
0.542663,0.609250,0.762229
0.542290,0.609001,0.762069
0.541757,0.608700,0.761767
0.539697,0.607243,0.760435
0.539377,0.607030,0.760115
0.537441,0.605325,0.758517
0.537974,0.605804,0.759085
0.537725,0.605733,0.759120
0.537246,0.605431,0.758943
0.540833,0.608486,0.762264
0.538684,0.606906,0.760524
0.538382,0.606604,0.760204
0.538098,0.606444,0.760044
0.537849,0.606319,0.760009
0.537636,0.606248,0.760044
0.537370,0.606177,0.760062
0.537672,0.606639,0.760666
0.536588,0.605733,0.759671
0.535576,0.605076,0.759156
0.535256,0.605058,0.759245
0.538968,0.608327,0.762584
0.534777,0.604703,0.759014
0.535079,0.604934,0.759263
0.535416,0.605378,0.759636
0.535310,0.605272,0.759653
0.534901,0.605023,0.759440
0.534777,0.604987,0.759493
0.533676,0.604135,0.758694
0.533089,0.603797,0.758374
0.532841,0.603655,0.758286
0.531882,0.602803,0.757415
0.531597,0.602643,0.757398
0.532308,0.603371,0.758090
0.531917,0.602998,0.757735
0.530958,0.602376,0.757220
0.530265,0.601897,0.756883
0.529661,0.601471,0.756510
0.529235,0.600991,0.756066
0.528010,0.600139,0.755302
0.529395,0.601488,0.756616
0.529431,0.601559,0.756776
0.529111,0.601364,0.756598
0.528915,0.601293,0.756527
0.528685,0.601186,0.756527
0.528383,0.600973,0.756332
0.528170,0.600885,0.756243
0.527868,0.600671,0.756083
0.527441,0.600423,0.755870
0.527175,0.600263,0.755781
0.527193,0.600352,0.755959
0.526500,0.599890,0.755515
0.526216,0.599872,0.755604
0.525772,0.599464,0.755213
0.526145,0.599925,0.755621
0.526553,0.600227,0.755959
0.526411,0.600192,0.756083
0.526518,0.600458,0.756350
0.526269,0.600263,0.756261
0.526180,0.600405,0.756438
0.525594,0.600032,0.756066
0.524226,0.598753,0.754787
0.523800,0.598398,0.754520
0.525221,0.599712,0.755906
0.524244,0.598949,0.755160
0.525239,0.599872,0.756154
0.525221,0.599890,0.756225
0.525665,0.600139,0.756279
0.526109,0.600831,0.757344
0.526056,0.600583,0.757202
0.525417,0.600227,0.756669
0.525132,0.600050,0.756492
0.524901,0.599890,0.756438
0.524901,0.599943,0.756474
0.524777,0.599837,0.756367
0.524475,0.599677,0.756279
0.524653,0.599854,0.756456
0.524404,0.599730,0.756385
0.524813,0.600032,0.756883
0.525132,0.600618,0.757380
0.525417,0.600849,0.757664
0.524084,0.599748,0.756492
0.523640,0.599410,0.756190
0.523019,0.599002,0.755888
0.521971,0.598327,0.755337
0.521225,0.597847,0.754929
0.520177,0.597101,0.754254
0.516767,0.594171,0.751448
0.515701,0.593496,0.750755
0.514920,0.593105,0.750364
0.510231,0.589322,0.746794
0.504884,0.585290,0.742816
0.500639,0.581933,0.739618
0.497087,0.579198,0.737025
0.494494,0.577209,0.735054
0.493215,0.576178,0.734024
0.494725,0.577191,0.734894
0.500995,0.582342,0.739920
0.508668,0.588718,0.746297
0.512078,0.591329,0.748854
0.511545,0.590743,0.748393
0.513907,0.592732,0.750506
0.515950,0.594384,0.752282
0.518063,0.596160,0.754023
0.518774,0.596764,0.754680
0.517957,0.595947,0.753810
0.517317,0.595538,0.753508
0.516536,0.595006,0.753064
0.516891,0.595432,0.753561
0.517193,0.595876,0.754112
0.518010,0.596728,0.755195
0.517761,0.596089,0.754929
0.511314,0.591116,0.749369
0.511971,0.591737,0.750027
0.508099,0.588576,0.746918
0.508241,0.588771,0.747167
0.511278,0.591293,0.749654
0.510302,0.590476,0.748872
0.511296,0.591293,0.749618
0.511207,0.591205,0.749529
0.514209,0.593691,0.752016
0.514937,0.594419,0.752797
0.515097,0.594739,0.753259
0.514742,0.594206,0.752655
0.512682,0.592572,0.750968
0.512451,0.592430,0.750790
0.512060,0.591631,0.750133
0.513374,0.593070,0.751448
0.511438,0.591649,0.750133
0.511065,0.591435,0.749920
0.511314,0.591613,0.750133
0.510497,0.591027,0.749565
0.513925,0.593887,0.752353
0.514191,0.594117,0.752567
0.514333,0.594224,0.752726
0.515168,0.594934,0.753401
0.514618,0.594455,0.752904
0.514067,0.593993,0.752460
0.514937,0.594792,0.753295
0.514937,0.594721,0.753277
0.513836,0.593869,0.752460
0.513481,0.593709,0.752336
0.513783,0.593940,0.752584
0.514049,0.594082,0.752744
0.514298,0.594366,0.752940
0.513570,0.593727,0.752336
0.513889,0.594011,0.752567
0.513996,0.594100,0.752744
0.514138,0.594277,0.752886
0.514511,0.594526,0.753241
0.514174,0.594242,0.752993
0.513712,0.593922,0.752638
0.514103,0.594277,0.753046
0.512415,0.593052,0.751803
0.513108,0.593620,0.752424
0.513960,0.594419,0.753348
0.515701,0.596053,0.754929
0.513357,0.593656,0.752531
0.513126,0.593656,0.752424
0.515257,0.595485,0.754325
0.515150,0.595485,0.754414
0.514404,0.594757,0.753792
0.513197,0.593762,0.752638
0.513214,0.593673,0.752549
0.513179,0.593744,0.752620
0.514014,0.593780,0.752673
0.513694,0.593567,0.752478
0.512717,0.593336,0.752265
0.513001,0.593656,0.752549
0.513108,0.593815,0.752726
0.512948,0.593656,0.752584
0.513161,0.593851,0.752780
0.511953,0.593034,0.752087
0.511474,0.592448,0.751501
0.512255,0.592625,0.751572
0.511474,0.592306,0.751252
0.512611,0.593265,0.752442
0.513587,0.594508,0.753561
0.511687,0.592625,0.751696
0.510231,0.591382,0.750364
0.508987,0.590281,0.749227
0.510266,0.591418,0.750293
0.510799,0.591915,0.750861
0.510977,0.592199,0.751217
0.506234,0.588416,0.747522
0.501900,0.585379,0.744467
0.500142,0.584171,0.743366
0.496945,0.581827,0.741181
0.491563,0.577724,0.737274
0.484814,0.572324,0.731999
0.474459,0.563852,0.723722
0.469077,0.559554,0.719299
0.467284,0.558311,0.717914
0.465827,0.557245,0.716919
0.462683,0.554634,0.714522
0.450073,0.544137,0.704344
0.445917,0.540745,0.701094
0.436610,0.533036,0.693634
0.430606,0.528116,0.688839
0.428120,0.525949,0.686636
0.427658,0.525505,0.686068
0.427711,0.525434,0.685819
0.427924,0.525434,0.685677
0.430855,0.527779,0.687897
0.435597,0.531651,0.691592
0.442755,0.537423,0.697240
0.449558,0.543036,0.702604
0.455756,0.547796,0.707222
0.462701,0.553479,0.712657
0.466449,0.556783,0.715925
0.466840,0.556748,0.715765
0.467213,0.556961,0.715943
0.474246,0.562627,0.721466
0.487407,0.573479,0.732017
0.496945,0.581205,0.739690
0.502842,0.585894,0.744290
0.507460,0.589553,0.747878
0.513499,0.594668,0.753064
0.511971,0.593016,0.751234
0.514564,0.595219,0.753312
0.515008,0.595538,0.753703
0.514564,0.595201,0.753330
0.514209,0.594917,0.753011
0.514955,0.595574,0.753685
0.515594,0.596089,0.754236
0.515879,0.596338,0.754556
0.516678,0.597155,0.755408
0.517157,0.597812,0.756083
0.515097,0.595965,0.754041
0.514227,0.595307,0.753384
0.514564,0.595485,0.753561
0.513960,0.595094,0.753206
0.515488,0.596320,0.754378
0.515985,0.596835,0.754911
0.517548,0.598274,0.756438
0.515719,0.596640,0.754751
0.516145,0.596870,0.754911
0.516198,0.596924,0.754964
0.516305,0.596977,0.755018
0.516305,0.597013,0.755035
0.516358,0.597030,0.755000
0.516305,0.596995,0.754964
0.516447,0.597084,0.755035
0.516358,0.596995,0.754911
0.516483,0.597137,0.755089
0.516305,0.597030,0.754929
0.516127,0.596888,0.754804
0.516749,0.597510,0.755426
0.516589,0.597421,0.755408
0.516607,0.597563,0.755568
